cluster_name,nominal_galex_coverage,_r,RAJ2000,DEJ2000,Name,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,NUVw,FUVw,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,groupTot,OName,Size,arcsec_sep_from_bcg
LoVoCCS-65,True,2.322,201.702574,-27.143801,GALEX J132648.6-270837,6.388191333725506e+18,6.388191333722358e+18,AIS,202.084936,-27.122074,108.0,108.0,312.5534,35.0662,50491.0,1537.0,48.0,0.340976,1.0,3.0,0.05810000002384186,0.0,0.0,21.0068,0.33390000462532043,19.619,0.19480000436306,2.1868,0.33390000462532043,-0.461,0.19480000436306,2.666,0.3855,0.7358,0.2164,2.0623,0.3324,0.0154,0.1769,0.0,0.0,0.0,0.0,14.3644,4.41706,51.5698,9.24921,2720.08,1882.74,2719.86,1882.95,6.816,15.004,0.00284,0.006252,0.21639999747276306,0.9700000286102295,0.38199999928474426,0.39100000262260437,40.150001525878906,38.459999084472656,-8.800000190734863,-8.630000114440918,17.0,6.900000095367432,6.08623,0.001532,0.000947,6.10892,0.000609,0.000371,80.5999984741211,96.80000305175781,0.992028,0.2199999988079071,1.2400000095367432,1.3200000524520874,1.600000023841858,0.47999998927116394,0.23000000417232513,C,0.0,1.0,6.388191333725506e+18,6388191333725505652,0.0,1.0,6.388191333725506e+18,6388191333725505652,6388191333725505652,GA:ESO509-009,70.98,2.2975633561063367
LoVoCCS-66A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-66B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-67,True,3.105,359.253843,-34.758371,GALEX J235700.9-344530,6.380767450542115e+18,6.380767450538967e+18,AIS,358.906837,-34.616353,185.0500030517578,255.1,356.3774,-76.0789,50280.0,2113.0,66.0,0.318722,1.0,3.0,0.0142000000923872,0.0,0.0,19.9762,0.15790000557899475,18.9597,0.07750000059604645,1.1562,0.15790000557899475,-1.1203,0.07750000059604645,1.6655,0.2018,0.4108,0.1051,1.2302,0.1636,-0.3701,0.0754,256.0,0.0,0.0,0.0,37.1111,5.39637,94.651,6.75464,1236.44,1643.56,1234.3,1645.54,11.017,30.052,0.00459,0.012521,0.026399999856948853,0.9674000144004822,0.24539999663829803,0.27160000801086426,-20.190000534057617,-23.1299991607666,1.6100000143051147,1.409999966621399,23.0,18.0,4.95311,0.002601,0.001964,4.24225,0.001129,0.000822,200.10000610351562,148.0,0.00264739,4.300000190734863,0.9399999976158142,1.0299999713897705,1.25,0.38999998569488525,0.1599999964237213,C,0.0,1.0,6.380767450542115e+18,6380767450542115034,0.0,1.0,6.380767450542115e+18,6380767450542115034,6380767450542115034,GA:ESO349-010,113.54,3.1167176977421636
LoVoCCS-74,True,1.907,332.339894,-51.807429,GALEX J220921.5-514826,6.383652575495849e+18,6.383652575492702e+18,AIS,331.756124,-51.532895,202.0,202.0,342.5576,-50.9588,50362.0,2305.0,72.0,0.454362,1.0,3.0,0.018400000408291817,0.0,0.0,21.1875,0.29330000281333923,21.3021,0.22619999945163727,2.3675,0.29330000281333923,1.2221,0.22619999945163727,2.842,0.3125,1.3353,0.1988,2.6504,0.3651,1.0959,0.2407,0.0,0.0,0.0,0.0,12.1621,3.28413,10.9436,2.27982,1043.93,1346.88,1043.74,1345.31,9.898,10.676,0.004124,0.004448,0.8830000162124634,0.9642999768257141,0.3671000003814697,0.44620001316070557,-51.619998931884766,-47.81999969482422,2.6600000858306885,2.200000047683716,8.399999618530273,6.900000095367432,3.5,0.001062,0.000672,6.47838,0.000926,0.000512,160.0,177.0,0.272242,2.450000047683716,0.9900000095367432,1.5299999713897705,1.5199999809265137,0.4000000059604645,0.3100000023841858,C,0.0,1.0,6.383652575495849e+18,6383652575495849160,0.0,1.0,6.383652575495849e+18,6383652575495849160,6383652575495849160,N,,1.8924139287291335
LoVoCCS-75,True,0.788,346.808035,-15.223795,GALEX J230713.9-151325,6.37661563880106e+18,6.37661563879791e+18,AIS,346.651669,-15.53319,198.0500030517578,198.05,53.8035,-63.03,50162.0,449.0,14.0,0.344174,1.0,3.0,0.0340999998152256,0.0,0.0,20.4297,0.16349999606609344,19.6296,0.10000000149011612,1.6097,0.16349999606609344,-0.4504,0.10000000149011612,1.9071,0.1866,0.4914,0.1331,1.4808,0.1567,-0.2448,0.0993,0.0,0.0,0.0,0.0,24.4408,3.67961,51.0713,4.70361,1518.76,2642.05,1519.76,2641.99,13.978,20.26,0.005824,0.008442,0.028200000524520874,0.18529999256134033,0.6664000153541565,0.4848000109195709,-32.939998626708984,-33.189998626708984,-25.729999542236328,-25.760000228881836,20.0,5.5,3.73853,0.002436,0.000813,3.79832,0.001353,0.000697,148.6999969482422,170.1999969482422,0.401405,1.7699999809265137,0.949999988079071,1.1100000143051147,1.2799999713897705,0.38999998569488525,0.17000000178813934,C,0.0,1.0,6.37661563880106e+18,6376615638801059833,0.0,1.0,6.37661563880106e+18,6376615638801059833,6376615638801059833,N,,0.8003015509676641
LoVoCCS-76,True,1.797,348.255786,-21.63453,GALEX J231301.3-213804,6.37661570966802e+18,6.37661570966487e+18,AIS,348.088168,-21.814247,205.0,205.0,41.3473,-66.9696,50162.0,2561.0,80.0,0.237791,1.0,3.0,0.028699999675154686,0.0,0.0,21.4051,0.2879999876022339,20.9964,0.29580000042915344,2.5851,0.2879999876022339,0.9164,0.29580000042915344,3.0654,0.3623,1.8329,0.2857,2.6113,0.3075,1.0772,0.2354,0.0,0.0,0.0,0.0,9.95355,2.63925,14.5025,3.95065,1544.74,2366.38,1545.13,2365.14,8.53,17.734,0.003554,0.007389,0.842199981212616,0.9451000094413757,0.10970000177621841,0.09570000320672989,33.0,49.34000015258789,-59.22999954223633,-59.27000045776367,18.0,6.5,4.79739,0.001306,0.001162,5.12724,0.000625,0.000565,161.8000030517578,185.6999969482422,0.598436,2.140000104904175,1.7300000190734863,1.2799999713897705,2.0999999046325684,0.6600000262260437,0.20999999344348907,C,0.0,1.0,6.37661570966802e+18,6376615709668019869,0.0,1.0,6.37661570966802e+18,6376615709668019869,6376615709668019869,N,,1.799465442619899
LoVoCCS-80,True,1.243,52.149765,-55.712485,GALEX J032835.9-554244,6.385869039539848e+18,6.385869039536701e+18,AIS,52.786776,-55.540941,105.0,105.0,269.3113,-49.8872,50425.0,1889.0,59.0,0.39846,1.0,3.0,0.019700000062584877,0.0,0.0,21.4698,0.4499000012874603,21.29,0.37869998812675476,2.6498,0.4499000012874603,1.21,0.37869998812675476,3.0056,0.5698,1.4893,0.3131,2.7508,0.5531,1.2756,0.4005,0.0,0.0,0.0,0.0,9.37782,3.88529,11.0659,3.85913,2989.75,1781.6,2988.89,1779.98,6.587,10.459,0.002745,0.004358,0.8240000009536743,0.9092000126838684,0.3741999864578247,0.38830000162124634,3.369999885559082,0.009999999776482582,-88.63999938964844,-87.98999786376953,11.0,2.799999952316284,4.51476,0.001035,0.000648,5.30166,0.000588,0.00036,85.5,100.0999984741211,0.221192,2.940000057220459,1.2899999618530273,1.4199999570846558,1.690000057220459,0.49000000953674316,0.25,V,1.0,2.0,6.385869039539848e+18,6385869039539848621+6385869039571305165,1.0,2.0,6.385869039539848e+18,6385869039539848621+6385869039571305165,6385869039539848621+6385869039571305165,N,,1.2502830082371728
LoVoCCS-85,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-89,True,0.731,348.082957,-21.501953,GALEX J231219.9-213007,6.376615709665923e+18,6.37661570966487e+18,AIS,348.088168,-21.814247,205.0,205.0,41.5347,-66.7746,50162.0,2561.0,80.0,0.312331,1.0,1.0,0.027699999511241913,0.0,0.0,,,21.516,0.265500009059906,,,1.436,0.265500009059906,,,1.7837,0.2684,,,1.3224,0.2837,0.0,0.0,0.0,0.0,,,8.98672,2.19693,,,1930.71,2683.53,,9.859,,0.004108,0.22460000216960907,0.0,0.21660000085830688,,-38.54999923706055,-21.889999389648438,,,12.0,6.5,3.5,0.000971,0.000761,,,,162.60000610351562,185.39999389648438,,,1.2699999809265137,,,0.5,,C,0.0,1.0,6.376615709665923e+18,6376615709665923478,0.0,1.0,6.376615709665923e+18,6376615709665923478,6376615709665923478,N,,0.7464915812619268
LoVoCCS-90,True,1.312,227.860653,6.349565,GALEX J151126.5+062058,6.382772910356958e+18,6.382772910355907e+18,AIS,227.849966,6.179446,72.0999984741211,72.1,7.3597,50.8033,50337.0,641.0,20.0,0.17045,1.0,1.0,0.038600001484155655,0.0,1.0,,,20.0479,0.23899999260902405,,,-0.0321,0.23899999260902405,,,1.0204,0.2906,,,0.2838,0.227,0.0,0.0,0.0,0.0,,,34.7414,7.64708,,,1890.63,2293.21,,16.363,,0.006818,0.4512999951839447,0.0,0.1467999964952469,,-73.69000244140625,-73.75,,,16.0,2.0999999046325684,5.60839,0.001231,0.00105,,,,55.900001525878906,67.0999984741211,,,1.059999942779541,,,0.4099999964237213,,C,0.0,1.0,6.382772910356958e+18,6382772910356957916,0.0,1.0,6.382772910356958e+18,6382772910356957916,6382772910356957916,N,,1.3338387351440801
LoVoCCS-93A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-93B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-94,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-98,True,0.716,358.556973,-10.419215,GALEX J235413.6-102509,6.380415557429101e+18,6.380415557425955e+18,AIS,358.478696,-9.940679,144.0,144.0,81.3271,-68.5359,50270.0,641.0,20.0,0.484699,1.0,3.0,0.044199999421834946,0.0,0.0,20.7173,0.24770000576972961,20.5745,0.20100000500679016,1.8973,0.24770000576972961,0.4945,0.20100000500679016,2.5107,0.321,1.057,0.1933,2.0345,0.2724,0.5949,0.2021,0.0,0.0,0.0,0.0,18.7534,4.27734,21.3891,3.95945,1730.47,774.6,1730.21,774.97,8.404,7.224,0.003502,0.00301,0.9793000221252441,0.9772999882698059,0.13539999723434448,0.43869999051094055,85.4000015258789,83.70999908447266,84.20999908447266,84.19999694824219,8.800000190734863,6.900000095367432,5.3346,0.000851,0.000736,5.26034,0.000947,0.000531,124.69999694824219,141.5,0.929169,0.47999998927116394,0.8799999952316284,1.2999999523162842,1.2799999713897705,0.3400000035762787,0.2199999988079071,C,0.0,1.0,6.380415557429101e+18,6380415557429100822,0.0,1.0,6.380415557429101e+18,6380415557429100822,6380415557429100822,N,,0.723297221104696
LoVoCCS-99,True,4.075,194.340228,-30.363901,GALEX J125721.6-302150,6.388191374525601e+18,6.388191374524547e+18,AIS,193.887226,-30.741158,103.0,356.0,304.4468,32.4904,50491.0,2753.0,86.0,0.542684,1.0,1.0,0.08449999988079071,0.0,0.0,,,19.784,0.16840000450611115,,,-0.296,0.16840000450611115,,,1.4663,0.1894,,,0.5482,0.1423,0.0,17.0,0.0,0.0,,,44.2997,6.87135,,,999.35,2841.65,,24.587,,0.010245,0.018400000408291817,0.0,0.421999990940094,,-85.68000030517578,-85.19999694824219,,,17.0,18.0,6.0898,0.002246,0.001297,,,,273.5,66.0,,,1.4800000190734863,,,0.6299999952316284,,C,0.0,1.0,6.388191374525601e+18,6388191374525600263,0.0,1.0,6.388191374525601e+18,6388191374525600263,6388191374525600263,N,,4.051950224605847
LoVoCCS-108,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-119,True,0.846,125.259736,7.863243,GALEX J082102.3+075147,6.37795265460411e+18,6.377952654600962e+18,AIS,125.274944,8.012528,201.0,201.0,216.0801,23.4749,50200.0,737.0,23.0,0.150043,1.0,3.0,0.02759999968111515,0.0,0.0,19.7087,0.10999999940395355,19.1804,0.06840000301599503,0.8887,0.10999999940395355,-0.8996,0.06840000301599503,0.9859,0.1149,-0.4899,0.0764,0.8548,0.1107,-0.8467,0.0682,0.0,0.0,0.0,0.0,47.483,4.80945,77.2392,4.86149,1978.01,1562.21,1978.09,1562.16,7.262,11.48,0.003026,0.004783,0.019300000742077827,0.9934999942779541,0.1665000021457672,0.26159998774528503,-85.08000183105469,84.5999984741211,67.33999633789062,67.3499984741211,7.5,3.4000000953674316,3.5,0.001327,0.001106,3.5,0.00094,0.000694,150.5,205.0,0.864153,0.3199999928474426,0.5899999737739563,0.699999988079071,0.5799999833106995,0.20000000298023224,0.07000000029802322,C,0.0,1.0,6.37795265460411e+18,6377952654604109886,0.0,1.0,6.37795265460411e+18,6377952654604109886,6377952654604109886,N,,0.8463308730029817
LoVoCCS-121,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-122,True,1.867,156.994922,-6.798815,GALEX J102758.7-064755,6.382034091158538e+18,6.38203409115539e+18,AIS,157.233207,-6.811054,203.0,203.0,252.0033,41.4678,50316.0,2209.0,69.0,0.236923,1.0,3.0,0.05260000005364418,0.0,0.0,22.2106,0.45339998602867126,21.7037,0.30550000071525574,3.3906,0.45339998602867126,1.6237,0.30550000071525574,3.4007,0.4797,2.0029,0.3192,3.0132,0.524,1.6962,0.4062,0.0,0.0,0.0,0.0,4.73977,1.97902,7.55994,2.12679,2470.83,1952.22,2471.77,1954.51,5.088,11.134,0.00212,0.004639,0.9575999975204468,0.9341999888420105,0.23770000040531158,0.40070000290870667,-68.63999938964844,-68.80000305175781,45.97999954223633,45.97999954223633,11.0,6.400000095367432,3.5,0.000887,0.000676,3.55247,0.000604,0.000362,150.3000030517578,164.60000610351562,0.237979,3.5899999141693115,1.7200000286102295,1.3899999856948853,2.119999885559082,0.6600000262260437,0.25999999046325684,C,0.0,1.0,6.382034091158538e+18,6382034091158538613,0.0,1.0,6.382034091158538e+18,6382034091158538613,6382034091158538613,N,,1.8898666274896372
LoVoCCS-123,True,0.917,193.671284,-29.227598,GALEX J125441.1-291339,6.388191378822665e+18,6.388191378819514e+18,AIS,193.815444,-29.761801,202.0,202.0,303.783,33.6388,50491.0,2881.0,90.0,0.548741,1.0,3.0,0.08190000057220459,0.0,0.0,20.7876,0.263700008392334,18.9133,0.08820000290870667,1.9676,0.263700008392334,-1.1667,0.08820000290870667,2.5318,0.291,0.59,0.134,1.8909,0.2337,-0.5224,0.0795,0.0,17.0,0.0,0.0,17.5778,4.26787,98.7817,8.02512,2235.8,3250.46,2236.23,3252.27,14.179,31.442,0.005908,0.013101,0.013000000268220901,0.5683000087738037,0.32829999923706055,0.39469999074935913,-64.52999877929688,-63.83000183105469,16.829999923706055,16.8700008392334,31.0,21.0,4.79562,0.002663,0.001789,4.39059,0.001266,0.000767,164.3000030517578,197.1999969482422,0.140261,2.950000047683716,0.949999988079071,1.5299999713897705,1.4900000095367432,0.4300000071525574,0.3700000047683716,C,0.0,1.0,6.388191378822665e+18,6388191378822664905,0.0,1.0,6.388191378822665e+18,6388191378822664905,6388191378822664905,GA:ESO443-007,61.68,0.9432663760363492
LoVoCCS-131,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-134,True,2.06,329.606344,-60.39176,GALEX J215825.5-602330,6.383758094252377e+18,6.38375809424923e+18,AIS,329.782211,-59.960583,189.0500030517578,196.05,331.9741,-45.7829,50365.0,1281.0,40.0,0.439959,1.0,3.0,0.03629999980330467,0.0,0.0,22.2639,0.42640000581741333,21.2705,0.2793999910354614,3.4439,0.42640000581741333,1.1905,0.2793999910354614,3.6017,0.4706,1.8662,0.2382,3.2486,0.5041,1.3079,0.2566,0.0,1.0,0.0,2.0,4.51275,1.77186,11.2663,2.89811,2222.08,874.4,2221.72,873.74,4.311,12.454,0.001796,0.005189,0.7501999735832214,0.772599995136261,0.3919999897480011,0.41040000319480896,-13.930000305175781,-16.360000610351562,-7.320000171661377,-7.099999904632568,8.399999618530273,2.4000000953674316,5.22946,0.00111,0.000675,5.48305,0.000509,0.0003,154.89999389648438,157.89999389648438,0.840354,1.2200000286102295,1.6399999856948853,1.5099999904632568,2.069999933242798,0.6200000047683716,0.3100000023841858,C,0.0,1.0,6.383758094252377e+18,6383758094252376625,0.0,1.0,6.383758094252377e+18,6383758094252376625,6383758094252376625,N,,2.040800497392506
LoVoCCS-134,True,3.709,329.608016,-60.391788,GALEX J215825.9-602330,6.383758098545252e+18,6.383758098544198e+18,AIS,329.932286,-60.85082,214.0,214.0,331.9735,-45.7836,50365.0,1409.0,44.0,0.485815,1.0,1.0,0.03629999980330467,0.0,0.0,,,21.0612,0.2231999933719635,,,0.9812,0.2231999933719635,,,1.9142,0.2333,,,1.0523,0.1874,0.0,1.0,0.0,0.0,,,13.6626,2.80841,,,2409.79,3025.06,,12.571,,0.005238,0.3203999996185303,0.0,0.30329999327659607,,-15.420000076293945,-15.5,,,13.0,9.100000381469727,4.71087,0.001233,0.000858,,,,172.39999389648438,170.1999969482422,,,1.5499999523162842,,,0.5899999737739563,,C,0.0,1.0,6.383758098545252e+18,6383758098545251954,0.0,1.0,6.383758098545252e+18,6383758098545251954,6383758098545251954,N,,3.6994252651042525
