cluster_name,Ftot,e_Ftot,Fpeak,e_Fpeak,arcsec_sep_from_bcg,z,VLASS_lum,err_VLASS_lum
LoVoCCS-11,5.596,0.656000018119812,1.871,0.1689999997615814,4.232030714075187,0.0542141647973181,1.1444148335170706e+36,1.341558526668656e+35
LoVoCCS-21,1.96,0.2949999868869781,1.402,0.135000005364418,0.9872789746102096,0.047757,3.080548926244983e+35,4.636540269627369e+34
LoVoCCS-22,694.73,5.315000057220459,50.715,0.2360000014305114,6.57301391826667,0.088792,4.006938886432144e+38,3.0654902495452515e+36
LoVoCCS-30,3.764,0.7390000224113464,2.169,0.289000004529953,1.974728367158428,0.053410275440513,7.462096443751445e+35,1.4650609562082746e+35
LoVoCCS-41C,24.64,1.7669999599456787,2.194,0.19200000166893,1.4686897476775012,0.0862944275140762,1.3375727510593306e+37,9.59209008744427e+35
LoVoCCS-41C,5.084,0.7889999747276306,1.678,0.202000007033348,9.465552569646109,0.0862944275140762,2.759829491227936e+36,4.283055465836766e+35
LoVoCCS-55,6.081,0.628000020980835,2.247,0.1700000017881393,8.85104148912538,,,
LoVoCCS-55,2.595,0.4429999887943268,1.627,0.1739999949932098,8.933176192586537,,,
LoVoCCS-58,20.957,1.9040000438690183,0.901,0.0790000036358833,3.035902379089676,,,
LoVoCCS-61,16.577,1.0210000276565552,3.226,0.1519999951124191,6.256377722475317,0.1096806,1.502007299116116e+37,9.251067707895891e+35
LoVoCCS-108,0.0,0.0,1.124,0.0,1.4028657421829414,,,
LoVoCCS-131,9.002,0.4490000009536743,6.078,0.1909999996423721,1.220157264204475,0.090662,5.427333642279424e+36,2.707034892867551e+35
